timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient_sr2,Gradient-SG_sr2,GradCAM_sr2
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,081-W2021011-470_R2,W2021011-470,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,486,112,0,0,57,18.73,NA,0.55,2.35
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,082-W2021009-159_R2,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,427,182,1,0.16393442622950818,46,30,NA,0.77,3.75
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,083-W2021009-159_R2,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,538,42,1,0.17211703958691912,37,7.4,NA,0.19,0.8
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,084-W2021009-159_R2,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,428,159,2,0.3395585738539898,43,27.33,NA,0.71,3.43
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,085-W2021011-452_R2,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,615,38,0,0,16,5.82,NA,0.16,0.76
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,086-W2021011-452_R2,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,601,50,0,0,17,7.68,NA,0.22,1.01
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,087-W2021011-452_R2,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,581,54,0,0,23,8.5,NA,0.25,1.14
NA,0m 58s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,088-W2021010-309_R2,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,129,507,12,1.8518518518518516,32,80.09,NA,2.47,11.65
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,089-W2021010-309_R2,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,227,426,15,2.245508982035928,48,66.02,NA,1.95,8.47
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,090-W2021010-309_R2,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,296,327,7,1.1111111111111112,71,53.02,NA,1.45,6.14
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,091-W2021006-024_R2,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,609,22,0,0,24,3.49,NA,0.1,0.48
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,092-W2021006-024_R2,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,549,15,0,0,19,2.66,NA,0.08,0.33
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,093-W2021006-024_R2,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,404,169,0,0,46,29.49,NA,0.83,3.7
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,094-W2021010-321_R2,W2021010-321,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,656,3,1,0.15151515151515152,5,0.61,NA,0.02,0.08
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,095-W2021010-321_R2,W2021010-321,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,662,1,0,0,8,0.15,NA,0,0.02
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,096-W2021010-321_R2,W2021010-321,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,607,2,0,0,20,0.33,NA,0.01,0.05
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,097-W2021009-163_R2,W2021009-163,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,564,32,1,0.16750418760469013,28,5.53,NA,0.14,0.59
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,098-W2021009-163_R2,W2021009-163,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,568,9,2,0.3454231433506045,24,1.9,NA,0.05,0.24
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,099-W2021009-163_R2,W2021009-163,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,606,25,0,0,40,3.96,NA,0.1,0.44
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,100-W2021010-322_R2,W2021010-322,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,624,8,0,0,17,1.27,NA,0.03,0.12
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,101-W2021010-322_R2,W2021010-322,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,616,7,0,0,28,1.12,NA,0.03,0.11
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,102-W2021010-322_R2,W2021010-322,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,571,13,0,0,71,2.23,NA,0.05,0.21
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,103-W2021010-318_R2,W2021010-318,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,608,2,0,0,10,0.33,NA,0.01,0.04
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,104-W2021010-318_R2,W2021010-318,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,610,7,1,0.16181229773462785,46,1.29,NA,0.03,0.13
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,105-W2021010-318_R2,W2021010-318,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,640,1,0,0,10,0.16,NA,0,0.02
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,106-W2021006-006_R2,W2021006-006,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,582,54,0,0,52,8.49,NA,0.22,0.97
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,107-W2021006-006_R2,W2021006-006,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,405,213,0,0,64,34.47,NA,0.98,4.09
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,108-W2021006-006_R2,W2021006-006,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,540,127,0,0,33,19.04,NA,0.53,2.46
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,109-W2021011-455_R2,W2021011-455,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,555,110,1,0.15015015015015015,42,16.67,NA,0.46,2.08
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,110-W2021011-455_R2,W2021011-455,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,313,317,0,0,55,50.32,NA,1.4,6.37
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,111-W2021011-455_R2,W2021011-455,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,524,53,0,0,20,9.19,NA,0.25,1.16
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,112-W2021010-314_R2,W2021010-314,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,666,0,0,0,11,0,NA,0,0
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,113-W2021010-314_R2,W2021010-314,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,634,5,0,0,15,0.78,NA,0.02,0.07
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,114-W2021010-314_R2,W2021010-314,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,668,7,0,0,12,1.04,NA,0.03,0.1
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,115-W2021009-166_R2,W2021009-166,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,553,46,0,0,38,7.68,NA,0.21,0.9
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,116-W2021009-166_R2,W2021009-166,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,447,181,1,0.1589825119236884,69,28.93,NA,0.72,3.27
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,117-W2021009-166_R2,W2021009-166,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,528,49,2,0.3454231433506045,37,8.81,NA,0.23,0.97
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,118-W2021009-171_R2,W2021009-171,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,338,203,2,0.3683241252302026,146,37.75,NA,0.78,3.6
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,119-W2021009-171_R2,W2021009-171,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,353,201,3,0.5385996409335727,146,36.62,NA,0.75,3.54
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,120-W2021009-171_R2,W2021009-171,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,463,137,0,0,99,22.83,NA,0.51,2.15
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,121-W2021010-320_R2,W2021010-320,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,359,289,3,0.4608294930875576,44,44.85,NA,1.27,5.81
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,122-W2021010-320_R2,W2021010-320,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,498,105,0,0,39,17.41,NA,0.46,1.98
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,123-W2021010-320_R2,W2021010-320,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,504,92,0,0,35,15.44,NA,0.43,2
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,124-W2021010-317_R2,W2021010-317,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,311,315,7,1.1058451816745656,42,50.87,NA,1.47,6.86
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,125-W2021010-317_R2,W2021010-317,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,176,446,11,1.7377567140600316,36,72.2,NA,2.11,10.64
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,126-W2021010-317_R2,W2021010-317,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,525,110,0,0,26,17.32,NA,0.46,2.21
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,127-W2021006-013_R2,W2021006-013,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,597,51,0,0,22,7.87,NA,0.22,0.99
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,128-W2021006-013_R2,W2021006-013,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,656,8,0,0,9,1.2,NA,0.03,0.14
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,129-W2021006-013_R2,W2021006-013,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,518,63,1,0.1718213058419244,52,11,NA,0.28,1.16
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,130-19040M_R2,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,463,193,1,0.15220700152207,66,29.53,NA,0.79,3.37
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,131-19040M_R2,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,457,193,0,0,47,29.69,NA,0.82,3.56
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,132-19040M_R2,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,603,17,0,0,32,2.74,NA,0.07,0.29
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,133-W2021006-001_R2,W2021006-001,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,581,50,0,0,14,7.92,NA,0.23,1.07
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,134-W2021006-001_R2,W2021006-001,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,503,59,0,0,26,10.5,NA,0.31,1.5
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,135-W2021006-001_R2,W2021006-001,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,502,55,0,0,26,9.87,NA,0.28,1.2
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,136-W2021011-468_R2,W2021011-468,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,559,32,1,0.16891891891891891,12,5.57,NA,0.16,0.75
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,137-W2021011-468_R2,W2021011-468,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,538,28,0,0,18,4.95,NA,0.15,0.64
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,138-W2021011-468_R2,W2021011-468,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,562,90,0,0,38,13.8,NA,0.38,1.62
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,139-W2021006-014_R2,W2021006-014,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,586,84,0,0,62,12.54,NA,0.34,1.54
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,140-W2021006-014_R2,W2021006-014,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,682,17,0,0,18,2.43,NA,0.07,0.26
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,141-W2021006-014_R2,W2021006-014,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,608,56,0,0,16,8.43,NA,0.24,1.07
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,142-W2021010-313_R2,W2021010-313,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,738,1,0,0,5,0.14,NA,0,0.03
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,143-W2021010-313_R2,W2021010-313,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,664,1,0,0,11,0.15,NA,0,0.01
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,144-W2021010-313_R2,W2021010-313,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,634,44,0,0,35,6.49,NA,0.16,0.68
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,145-W2021009-158_R2,W2021009-158,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,443,188,0,0,90,29.79,NA,0.74,3.14
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,146-W2021009-158_R2,W2021009-158,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,331,263,0,0,82,44.28,NA,1.03,5.13
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,147-W2021009-158_R2,W2021009-158,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,345,268,0,0,69,43.72,NA,1.1,5.28
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,148-W2021011-462_R2,W2021011-462,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,498,162,1,0.15128593040847202,47,24.66,NA,0.68,3.09
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,149-W2021011-462_R2,W2021011-462,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,494,134,2,0.31746031746031744,36,21.59,NA,0.61,2.55
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,150-W2021011-462_R2,W2021011-462,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,585,121,1,0.14144271570014144,21,17.26,NA,0.53,2.27
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,151-W2021010-301_R2,W2021010-301,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,665,4,0,0,23,0.6,NA,0.02,0.06
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,152-W2021010-301_R2,W2021010-301,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,719,7,0,0,30,0.96,NA,0.02,0.11
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,153-W2021010-301_R2,W2021010-301,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,666,1,0,0,28,0.15,NA,0,0.02
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,154-W2021011-459_R2,W2021011-459,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,464,155,0,0,44,25.04,NA,0.75,3.44
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,155-W2021011-459_R2,W2021011-459,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,409,223,1,0.1579778830963665,64,35.39,NA,0.99,4.32
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,156-W2021011-459_R2,W2021011-459,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,421,249,2,0.2976190476190476,31,37.35,NA,1.14,5.3
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,159-W2021010-303_R2,W2021010-303,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,626,15,0,0,36,2.34,NA,0.06,0.24
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,160-W2021006-454_R2,W2021006-454,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,480,116,0,0,25,19.46,NA,0.57,2.55
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,161-W2021006-454_R2,W2021006-454,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,351,291,5,0.7727975270479135,32,45.75,NA,1.32,6.2
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,162-W2021006-454_R2,W2021006-454,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,386,244,6,0.9433962264150944,31,39.31,NA,1.2,5.38
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,163-W2021006-018_R2,W2021006-018,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,574,98,0,0,38,14.58,NA,0.42,1.81
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,164-W2021006-018_R2,W2021006-018,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,532,39,0,0,23,6.83,NA,0.2,0.85
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,165-W2021006-018_R2,W2021006-018,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,537,55,0,0,20,9.29,NA,0.27,1.22
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,166-W2021006-003_R2,W2021006-003,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,374,235,0,0,48,38.59,NA,1.08,4.92
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,167-W2021006-003_R2,W2021006-003,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,571,20,0,0,26,3.38,NA,0.1,0.36
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,168-W2021006-003_R2,W2021006-003,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,446,185,2,0.315955766192733,51,29.54,NA,0.81,3.52
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,169-Nugget_R2,Nugget,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,302,309,2,0.3262642740619902,68,50.73,NA,1.43,6.31
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,170-Nugget_R2,Nugget,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,256,366,3,0.48,43,59.04,NA,1.69,7.96
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,171-Nugget_R2,Nugget,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,442,172,0,0,47,28.01,NA,0.82,3.44
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,172-W2021009-156_R2,W2021009-156,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,562,25,0,0,26,4.26,NA,0.11,0.45
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,173-W2021009-156_R2,W2021009-156,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,512,99,0,0,50,16.2,NA,0.39,1.81
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,174-W2021009-156_R2,W2021009-156,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,508,61,0,0,37,10.72,NA,0.27,1.19
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,175-W2021006-009_R2,W2021006-009,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,613,44,0,0,20,6.7,NA,0.18,0.82
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,176-W2021006-009_R2,W2021006-009,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,560,31,0,0,20,5.25,NA,0.15,0.66
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,177-W2021006-009_R2,W2021006-009,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,613,19,0,0,24,3.01,NA,0.09,0.35
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,177-W2021006-009_R2_1,W2021006-009,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,613,19,0,0,24,3.01,NA,0.09,0.35
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,178-W2021009-152_R2,W2021009-152,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,420,225,1,0.15479876160990713,75,34.98,NA,0.89,3.77
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,179-W2021009-152_R2,W2021009-152,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,427,241,1,0.14947683109118087,67,36.17,NA,0.96,4.02
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,180-W2021009-152_R2,W2021009-152,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,385,268,0,0,101,41.04,NA,0.98,4.37
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,181-21399M_R2,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,645,0,0,0,7,0,NA,0,0
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,182-21399M_R2,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,619,3,0,0,2,0.48,NA,0.01,0.05
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,183-21399M_R2,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,677,11,0,0,16,1.6,NA,0.04,0.18
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,184-W2021010-316_R2,W2021010-316,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,500,122,0,0,33,19.61,NA,0.55,2.41
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,185-W2021010-316_R2,W2021010-316,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,524,86,2,0.32679738562091504,27,14.38,NA,0.42,1.78
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,186-W2021010-316_R2,W2021010-316,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,468,211,0,0,41,31.08,NA,0.89,4.33
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,187-W2021006-019_R2,W2021006-019,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,576,23,0,0,33,3.84,NA,0.1,0.46
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,188-W2021006-019_R2,W2021006-019,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,338,307,2,0.3091190108191654,78,47.76,NA,1.25,5.99
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,189-W2021006-019_R2,W2021006-019,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,556,93,0,0,38,14.33,NA,0.38,1.49
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,190-W2021006-005_R2,W2021006-005,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,574,17,1,0.16891891891891891,16,3.04,NA,0.08,0.32
