timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient_sr2,Gradient-SG_sr2,GradCAM_sr2
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,191-W2021006-005_R2,W2021006-005,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,387,202,0,0,63,34.3,NA,0.92,3.88
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,192-W2021006-005_R2,W2021006-005,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,488,130,0,0,49,21.04,NA,0.59,2.72
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,193-W2021011-475_R2,W2021011-475,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,537,149,0,0,42,21.72,NA,0.62,2.61
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,194-W2021011-475_R2,W2021011-475,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,470,143,0,0,52,23.33,NA,0.67,2.88
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,195-W2021011-475_R2,W2021011-475,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,339,295,4,0.6269592476489028,59,46.87,NA,1.28,5.8
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,196-21398M_R2,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,672,2,0,0,8,0.3,NA,0.01,0.03
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,197-21398M_R2,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,680,3,1,0.14619883040935672,9,0.58,NA,0.02,0.07
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,198-21398M_R2,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,688,1,0,0,3,0.15,NA,0,0.01
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,199-21428M_R2,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,500,134,1,0.15748031496062992,53,21.26,NA,0.52,2.43
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,200-21428M_R2,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,685,43,0,0,18,5.91,NA,0.14,0.68
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,201-21428M_R2,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,616,48,0,0,42,7.23,NA,0.18,0.85
NA,0m 57s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,202-W2021009-161_R2,W2021009-161,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,127,485,4,0.6493506493506493,42,79.38,NA,2.3,11.16
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,203-W2021009-161_R2,W2021009-161,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,132,509,7,1.0802469135802468,24,79.63,NA,2.46,12.08
NA,0m 58s,ResNet,Jan29_22-02-46_2026,2,4-17-2023_5dpi,2,204-W2021009-161_R2,W2021009-161,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,102,531,6,0.9389671361502347,38,84.04,NA,2.52,12.59
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,001-W2021011-461_R1,W2021011-461,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,22,30,686,92.9539295392954,11,97.02,NA,3.34,12.53
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,002-W2021011-461_R1,W2021011-461,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,34,74,517,82.72,14,94.56,NA,3.08,10.8
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,003-W2021011-461_R1,W2021011-461,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,10,74,579,87.33031674208145,4,98.49,NA,3.29,10.85
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,004-W2021010-304_R1,W2021010-304,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,639,1,0,0,6,0.16,NA,0.01,0.03
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,005-W2021010-304_R1,W2021010-304,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,635,2,1,0.1567398119122257,10,0.47,NA,0.01,0.04
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,006-W2021010-304_R1,W2021010-304,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,649,4,2,0.3053435114503817,13,0.92,NA,0.03,0.09
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,007-W2021010-311_R1,W2021010-311,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,323,98,130,23.593466424682397,60,41.38,NA,1.1,4.62
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,008-W2021010-311_R1,W2021010-311,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,145,328,108,18.588640275387263,45,75.04,NA,2.18,9.55
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,009-W2021010-311_R1,W2021010-311,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,218,150,222,37.6271186440678,40,63.05,NA,1.83,7.45
NA,0m 27s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,010-W2021010-325_R1,W2021010-325,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,600,4,0,0,18,0.66,NA,0.02,0.07
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,011-W2021010-325_R1,W2021010-325,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,630,2,0,0,10,0.32,NA,0.01,0.03
NA,0m 27s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,012-W2021010-325_R1,W2021010-325,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,616,3,1,0.16129032258064516,11,0.65,NA,0.02,0.06
NA,0m 29s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,013-W2021009-160_R1,W2021009-160,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,518,54,0,0,41,9.44,NA,0.25,0.98
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,014-W2021009-160_R1,W2021009-160,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,297,287,5,0.8488964346349746,70,49.58,NA,1.41,5.78
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,015-W2021009-160_R1,W2021009-160,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,233,305,9,1.6453382084095065,64,57.4,NA,1.62,6.59
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,016-W2021010-302_R1,W2021010-302,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,650,9,0,0,23,1.37,NA,0.04,0.14
NA,0m 27s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,017-W2021010-302_R1,W2021010-302,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,614,2,0,0,13,0.32,NA,0.01,0.03
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,018-W2021010-302_R1,W2021010-302,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,649,5,0,0,15,0.76,NA,0.02,0.1
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,019-W2021006-022_R1,W2021006-022,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,235,89,350,51.92878338278932,39,65.13,NA,1.97,7.58
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,020-W2021006-022_R1,W2021006-022,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,47,74,529,81.38461538461539,20,92.77,NA,3.04,10.35
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,021-W2021006-022_R1,W2021006-022,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,73,562,87.94992175273866,4,99.37,NA,3.28,11.71
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,022-W2021010-305_R1,W2021010-305,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,7,158,527,76.15606936416185,5,98.99,NA,3.19,12.17
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,023-W2021010-305_R1,W2021010-305,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,54,679,92.38095238095238,2,99.73,NA,3.42,12.77
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,024-W2021010-305_R1,W2021010-305,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,17,246,449,63.06179775280899,11,97.61,NA,3.06,12.18
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,025-W2021010-306_R1,W2021010-306,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,29,252,313,52.69360269360269,23,95.12,NA,2.8,11.79
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,026-W2021010-306_R1,W2021010-306,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,26,40,568,89.58990536277602,11,95.9,NA,3.27,11.9
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,027-W2021010-306_R1,W2021010-306,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,30,249,348,55.50239234449761,15,95.22,NA,2.91,12.12
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,028-W2021006-021_R1,W2021006-021,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,10,655,98.49624060150376,0,100,NA,3.58,13.04
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,029-W2021006-021_R1,W2021006-021,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,2,668,99.70149253731344,0,100,NA,3.68,14.34
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,030-W2021006-021_R1,W2021006-021,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,9,25,608,94.70404984423676,3,98.6,NA,3.53,12.97
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,031-W2021009-155_R1,W2021009-155,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,66,631,90.27181688125894,2,99.71,NA,3.43,11.96
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,032-W2021009-155_R1,W2021009-155,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,25,711,96.47218453188604,0,99.86,NA,3.68,13.51
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,033-W2021009-155_R1,W2021009-155,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,79,112,551,74.25876010781671,18,89.35,NA,3.13,12.1
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,034-W2021009-157_R1,W2021009-157,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,440,133,37,6.065573770491803,63,27.87,NA,0.74,2.99
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,035-W2021009-157_R1,W2021009-157,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,285,318,17,2.741935483870968,67,54.03,NA,1.45,6.36
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,036-W2021009-157_R1,W2021009-157,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,511,98,3,0.4901960784313726,61,16.5,NA,0.43,1.74
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,037-W2021009-154_R1,W2021009-154,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,464,168,0,0,31,26.58,NA,0.7,3.15
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,038-W2021009-154_R1,W2021009-154,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,456,156,4,0.6493506493506493,28,25.97,NA,0.69,2.88
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,039-W2021009-154_R1,W2021009-154,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,425,219,13,1.97869101978691,20,35.31,NA,0.95,4.36
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,040-W2021006-015_R1,W2021006-015,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,483,61,8,1.4492753623188406,26,12.5,NA,0.34,1.53
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,041-W2021006-015_R1,W2021006-015,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,299,194,16,3.143418467583497,69,41.26,NA,1.1,4.54
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,042-W2021006-015_R1,W2021006-015,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,522,113,2,0.3139717425431711,40,18.05,NA,0.49,2.11
NA,0m 27s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,043-W2021009-169_R1,W2021009-169,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,546,12,3,0.53475935828877,27,2.67,NA,0.07,0.29
NA,0m 30s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,044-W2021009-169_R1,W2021009-169,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,473,47,0,0,45,9.04,NA,0.23,1
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,045-W2021009-169_R1,W2021009-169,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,510,43,0,0,49,7.78,NA,0.19,0.76
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,046-W2021011-469_R1,W2021011-469,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,5,156,486,75.11591962905719,4,99.23,NA,3.12,11.48
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,047-W2021011-469_R1,W2021011-469,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,54,98,497,76.5793528505393,28,91.68,NA,2.96,10.4
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,048-W2021011-469_R1,W2021011-469,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,24,634,95.77039274924472,3,99.4,NA,3.4,11.24
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,049-W2021011-471_R1,W2021011-471,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,27,200,405,64.08227848101265,11,95.73,NA,2.84,12.37
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,050-W2021011-471_R1,W2021011-471,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,6,119,638,83.6173001310616,8,99.21,NA,3.34,13.31
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,051-W2021011-471_R1,W2021011-471,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,15,237,323,56.173913043478265,10,97.39,NA,3.09,12.79
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,052-W2021006-020_R1,W2021006-020,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,154,289,184,29.346092503987244,44,75.44,NA,2.18,8.63
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,053-W2021006-020_R1,W2021006-020,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,142,263,228,36.018957345971565,28,77.57,NA,2.34,9.19
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,054-W2021006-020_R1,W2021006-020,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,228,218,168,27.36156351791531,36,62.87,NA,1.83,7.45
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,056-W2021009-174_R1,W2021009-174,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,230,308,55,9.27487352445194,50,61.21,NA,1.66,7.27
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,057-W2021009-174_R1,W2021009-174,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,413,184,4,0.6655574043261231,57,31.28,NA,0.8,3.44
NA,0m 25s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,058-W2021010-324_R1,W2021010-324,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,315,5,0,0,5,1.56,NA,0.04,0.16
NA,0m 26s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,059-W2021010-324_R1,W2021010-324,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,586,0,0,0,2,0,NA,0,0
NA,0m 26s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,060-W2021010-324_R1,W2021010-324,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,559,0,1,0.17857142857142858,5,0.18,NA,0,0.02
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,061-Symphony_R1,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,9,645,98.47328244274809,2,99.85,NA,3.44,11.32
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,062-Symphony_R1,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,55,606,91.4027149321267,0,99.7,NA,3.2,10.93
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,063-Symphony_R1,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,150,341,95,16.21160409556314,61,74.4,NA,2.11,8.76
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,064-W2021009-151_R1,W2021009-151,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,419,191,3,0.48939641109298526,49,31.65,NA,0.81,3.39
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,065-W2021009-151_R1,W2021009-151,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,390,201,1,0.16891891891891891,57,34.12,NA,0.92,3.86
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,066-W2021009-151_R1,W2021009-151,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,395,192,0,0,58,32.71,NA,0.85,3.67
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,067-W2021011-464_R1,W2021011-464,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,273,242,36,6.533575317604355,71,50.45,NA,1.37,5.59
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,068-W2021011-464_R1,W2021011-464,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,252,309,7,1.232394366197183,67,55.63,NA,1.48,5.89
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,069-W2021011-464_R1,W2021011-464,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,247,252,4,0.7952286282306162,91,50.89,NA,1.35,5.28
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,070-W2021010-323_R1,W2021010-323,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,53,610,91.86746987951808,0,99.85,NA,3.47,12.26
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,071-W2021010-323_R1,W2021010-323,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,15,55,604,89.61424332344214,8,97.77,NA,3.09,11.77
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,072-W2021010-323_R1,W2021010-323,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,32,49,435,84.30232558139535,7,93.8,NA,2.87,11.17
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,073-W2021010-310_R1,W2021010-310,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,56,619,91.7037037037037,0,100,NA,3.38,12.08
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,074-W2021010-310_R1,W2021010-310,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,24,684,96.06741573033707,0,99.44,NA,3.52,12.54
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,075-W2021010-310_R1,W2021010-310,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,83,575,86.85800604229608,4,99.4,NA,3.34,12.42
NA,0m 30s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,076-W2021010-308_R1,W2021010-308,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,730,7,2,0.2706359945872801,31,1.22,NA,0.03,0.13
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,077-W2021010-308_R1,W2021010-308,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,658,4,0,0,7,0.6,NA,0.01,0.06
NA,0m 28s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,078-W2021010-308_R1,W2021010-308,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,667,8,0,0,20,1.19,NA,0.03,0.12
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,079-W2021011-470_R1,W2021011-470,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,27,158,440,70.39999999999999,20,95.68,NA,2.97,11.02
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,080-W2021011-470_R1,W2021011-470,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,23,93,586,83.47578347578347,8,96.72,NA,3.24,12.27
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,081-W2021011-470_R1,W2021011-470,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,210,177,251,39.341692789968654,28,67.08,NA,2.08,7.65
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,082-W2021009-159_R1,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,17,222,459,65.7593123209169,5,97.56,NA,3.15,11.84
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,083-W2021009-159_R1,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,35,533,68,10.69182389937107,28,94.5,NA,2.89,12.37
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,084-W2021009-159_R1,W2021009-159,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,5,266,450,62.413314840499304,3,99.31,NA,3.18,12.98
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,085-W2021011-452_R1,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,36,431,116,19.897084048027445,45,93.83,NA,2.78,10.87
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,086-W2021011-452_R1,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,95,510,6,0.9819967266775778,28,84.45,NA,2.45,11.29
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,087-W2021011-452_R1,W2021011-452,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,13,248,403,60.69277108433735,11,98.04,NA,3.04,11.79
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,088-W2021010-309_R1,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,87,60,519,77.92792792792793,20,86.94,NA,2.77,10.42
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,089-W2021010-309_R1,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,12,51,601,90.51204819277108,4,98.19,NA,3.29,11.04
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,090-W2021010-309_R1,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,63,288,307,46.6565349544073,22,90.43,NA,2.84,11.1
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,090-W2021010-309_R1_DOUBLECHECK,W2021010-309,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,63,288,307,46.6565349544073,22,90.43,NA,2.84,11.1
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,091-W2021006-024_R1,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,30,622,95.25267993874424,1,99.85,NA,3.33,10.81
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,092-W2021006-024_R1,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,172,354,35,6.23885918003565,40,69.34,NA,2.12,9.16
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,4-21-2023_9dpi,1,093-W2021006-024_R1,W2021006-024,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,132,363,7,1.394422310756972,36,73.71,NA,2.23,9.03
