timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,204-W2021006-093_R2_1,W2021006-093,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,616,41,6,0.904977375565611,18,7.09,0.53,1.88,NA
NA,1m 11s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,205-W2021010-378_R2_1,W2021010-378,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,5,761,99.34725848563968,1,100,10.05,32.79,NA
NA,1m 12s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,206-W2021010-378_R2_1,W2021010-378,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,11,0,667,98.37758112094396,0,98.38,9.59,32.75,NA
NA,1m 13s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,207-W2021010-378_R2_1,W2021010-378,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,4,12,731,97.85809906291834,3,99.46,10.37,32.25,NA
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,208-W2021006-064_R2_1,W2021006-064,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,611,73,20,2.840909090909091,33,13.21,1.1,3.93,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,209-W2021006-064_R2_1,W2021006-064,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,404,202,116,16.06648199445983,45,44.04,3.6,12.11,NA
NA,0m 57s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,210-W2021006-064_R2_1,W2021006-064,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,431,250,25,3.5410764872521248,59,38.95,2.95,10.63,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,211-W2021010-374_R2_1,W2021010-374,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,692,0,0,0,2,0,0,0,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,212-W2021010-374_R2_1,W2021010-374,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,672,1,0,0,4,0.15,0.01,0.03,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,213-W2021010-374_R2_1,W2021010-374,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,688,0,3,0.4341534008683069,5,0.43,0.03,0.08,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,214-W2021010-389_R2_1,W2021010-389,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,67,125,361,65.28028933092224,38,87.88,7.58,22.58,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,215-W2021010-389_R2_1,W2021010-389,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,3,7,689,98.569384835479255,0,99.57,10.08,30.48,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,216-W2021010-389_R2_1,W2021010-389,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,55,46,601,85.61253561253561,13,92.17,8.73,26.75,NA
NA,1m 12s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,217-W2021010-380_R2_1,W2021010-380,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,10,38,684,93.44262295081968,3,98.63,9.78,29.16,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,218-W2021010-380_R2_1,W2021010-380,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,49,678,93.25997248968363,0,100,10.26,29.84,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,219-W2021010-380_R2_1,W2021010-380,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,85,618,87.90896159317212,0,100,9.86,27.16,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,220-W2021010-382_R2_1,W2021010-382,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,76,339,260,38.51851851851852,48,88.74,8.15,25.8,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,221-W2021010-382_R2_1,W2021010-382,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,55,161,482,69.05444126074498,31,92.12,8.78,24.31,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,222-W2021010-382_R2_1,W2021010-382,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,90,179,432,61.62624821683309,54,87.16,7.45,21.23,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,223-W2021010-367_R2_1,W2021010-367,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,36,92,556,81.28654970760235,16,94.74,8.39,24.38,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,224-W2021010-367_R2_1,W2021010-367,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,57,176,450,65.88579795021961,31,91.65,8.36,23.13,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,225-W2021010-367_R2_1,W2021010-367,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,24,284,350,53.191489361702125,33,96.35,8.64,24.93,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,226-W2021010-369_R2_1,W2021010-369,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,719,1,1,0.13869625520110956,4,0.28,0.02,0.07,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,227-W2021010-369_R2_1,W2021010-369,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,749,0,0,0,0,0,0,0,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,228-W2021010-369_R2_1,W2021010-369,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,710,5,2,0.2789400278940028,4,0.98,0.06,0.27,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,229-W2021010-373_R2_1,W2021010-373,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,54,631,92.11678832116787,0,100,9.43,27.66,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,230-W2021010-373_R2_1,W2021010-373,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,1,682,99.85358711566616,0,100,10.03,32.02,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,231-W2021010-373_R2_1,W2021010-373,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,8,34,656,93.98280802292264,0,98.85,9.93,31.22,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,232-W2021009-215_R2_1,W2021009-215,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,372,199,116,16.885007278020378,47,45.85,3.76,12.44,NA
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,233-W2021009-215_R2_1,W2021009-215,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,463,119,111,16.017316017316016,14,33.19,2.88,9.32,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,234-W2021009-215_R2_1,W2021009-215,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,399,128,130,19.7869101978691,43,39.27,3.23,10.27,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,235-W2021006-089_R2_1,W2021006-089,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,237,258,151,23.374613003095977,29,63.31,5.18,18.04,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,236-W2021006-089_R2_1,W2021006-089,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,405,80,31,6.007751937984496,37,21.51,1.66,5.75,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,237-W2021006-089_R2_1,W2021006-089,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,335,176,89,14.833333333333334,41,44.17,3.45,12.37,NA
NA,1m 13s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,238-Symphony_R2_1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,1,733,99.86376021798364,0,100,10.58,34.15,NA
NA,1m 12s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,239-Symphony_R2_1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,0,718,100,0,100,10.63,37.85,NA
NA,1m 12s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,240-Symphony_R2_1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,5,741,99.32975871313673,0,100,10.62,35.3,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,241-W2021010-362_R2_1,W2021010-362,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,32,176,494,70.37037037037037,15,95.44,8.93,26.45,NA
NA,1m 12s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,242-W2021010-362_R2_1,W2021010-362,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,69,632,90.15691868758915,1,100,9.75,26.28,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,243-W2021010-362_R2_1,W2021010-362,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,15,113,543,80.92399403874813,11,97.76,9.28,25.86,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,244-W2021006-073_R2_1,W2021006-073,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,294,247,95,14.937106918238992,32,53.77,4.38,16.75,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,245-W2021006-073_R2_1,W2021006-073,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,167,335,113,18.3739837398374,35,72.85,6.08,21.76,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,11-19-2023_10dpi,2,246-W2021006-073_R2_1,W2021006-073,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,119,360,163,25.38940809968847,24,81.46,6.79,24.89,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,001-W2021006-150_R1,W2021006-150,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,670,9,0,0,21,1.33,0.08,0.33,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,002-W2021006-150_R1,W2021006-150,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,660,1,0,0,11,0.15,0.01,0.03,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,003-W2021006-150_R1,W2021006-150,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,614,2,0,0,14,0.32,0.02,0.06,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,004-W2021011-592_R1,W2021011-592,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,374,107,187,27.994011976047904,75,44.01,3.72,10.09,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,005-W2021011-592_R1,W2021011-592,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,515,33,94,14.641744548286605,53,19.78,1.69,4.69,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,006-W2021011-592_R1,W2021011-592,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,245,136,246,39.23444976076555,72,60.93,5.14,13.82,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,007-W2021009-294_R1,W2021009-294,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,277,281,17,2.9565217391304346,64,51.83,3.66,14.5,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,008-W2021009-294_R1,W2021009-294,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,179,399,26,4.304635761589404,41,70.36,5.6,21.7,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,009-W2021009-294_R1,W2021009-294,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,501,171,10,1.466275659824047,54,26.54,1.85,7.96,NA
NA,0m 55s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,010-W2021009-279_R1,W2021009-279,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,268,154,225,34.77588871715611,44,58.58,5.26,14.8,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,011-W2021009-279_R1,W2021009-279,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,162,195,295,45.24539877300614,76,75.15,6.32,17.96,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,012-W2021009-279_R1,W2021009-279,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,212,175,184,32.22416812609457,55,62.87,5.36,16.49,NA
NA,0m 55s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,013-W2021011-585_R1,W2021011-585,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,258,152,205,33.33333333333333,61,58.05,4.95,14.71,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,014-W2021011-585_R1,W2021011-585,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,336,39,32,7.862407862407863,33,17.44,1.15,3.96,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,015-W2021011-585_R1,W2021011-585,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,294,119,210,33.70786516853933,67,52.81,3.97,11.78,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,016-W2021011-589_R1,W2021011-589,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,516,83,57,8.689024390243901,54,21.34,1.64,5.34,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,017-W2021011-589_R1,W2021011-589,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,566,18,4,0.6802721088435374,19,3.74,0.3,1.06,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,018-W2021011-589_R1,W2021011-589,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,631,13,7,1.0752688172043012,31,3.07,0.2,0.72,NA
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,019-Galena_R1,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,491,82,81,12.385321100917432,43,24.92,2.32,6.47,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,020-Galena_R1,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,460,85,85,13.492063492063492,56,26.98,2.2,6.59,NA
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,021-Galena_R1,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,160,183,287,45.55555555555556,47,74.6,6.64,18.83,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,022-Nugget_R1,Nugget,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,63,71,557,80.60781476121564,20,90.88,9.05,24.29,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,023-Nugget_R1,Nugget,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,66,57,530,81.16385911179172,25,89.89,8.57,21.81,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,024-Nugget_R1,Nugget,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,32,82,581,83.59712230215828,19,95.4,9.18,23.95,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,025-W2021010-627_R1,W2021010-627,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,45,65,596,84.41926345609065,31,93.63,9.28,26.45,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,026-W2021010-627_R1,W2021010-627,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,21,23,614,93.3130699088146,18,96.81,9.58,24.93,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,027-W2021010-627_R1,W2021010-627,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,21,58,570,87.82742681047766,11,96.76,9.62,27.11,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,028-W2021011-580_R1,W2021011-580,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,385,112,130,20.73365231259968,41,38.6,3.43,10.06,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,029-W2021011-580_R1,W2021011-580,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,219,193,151,26.820603907637658,51,61.1,5.22,16.37,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,030-W2021011-580_R1,W2021011-580,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,533,64,36,5.687203791469194,38,15.8,1.27,4.36,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,031-W2021006-601_R1,W2021006-601,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,619,10,2,0.31695721077654515,17,1.9,0.13,0.41,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,032-W2021006-601_R1,W2021006-601,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,679,2,4,0.583941605839416,15,0.88,0.06,0.23,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,033-W2021006-601_R1,W2021006-601,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,565,4,0,0,9,0.7,0.04,0.15,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,034-W2021010-626_R1,W2021010-626,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,37,227,415,61.11929307805597,19,94.55,9.19,25.43,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,035-W2021010-626_R1,W2021010-626,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,18,121,552,79.88422575976846,15,97.4,9.88,26.23,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,036-W2021010-626_R1,W2021010-626,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,2,694,99.71264367816092,0,100,10.57,30.67,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,037-21398_R1,21398,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,674,10,0,0,26,1.46,0.12,0.36,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,038-21398_R1,21398,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,666,6,4,0.591715976331361,11,1.48,0.12,0.43,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,039-21398_R1,21398,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,655,8,1,0.15060240963855423,22,1.36,0.1,0.32,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,040-W2021011-646_R1,W2021011-646,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,498,3,16,3.0947775628626695,9,3.68,0.24,0.81,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,041-W2021011-646_R1,W2021011-646,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,517,53,15,2.564102564102564,33,11.62,0.96,3.27,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,042-W2021011-646_R1,W2021011-646,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,456,31,6,1.2170385395537524,35,7.51,0.53,2.21,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,043-W2021009-618_R1,W2021009-618,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,129,305,208,32.398753894081,48,79.91,7.28,22.71,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,044-W2021009-618_R1,W2021009-618,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,129,300,201,31.9047619047619,39,79.52,7.3,22.06,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,045-W2021009-618_R1,W2021009-618,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,110,225,311,48.142414860681114,44,82.97,7.22,20.18,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,046-W2021006-138_R1,W2021006-138,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,549,26,2,0.34662045060658575,36,4.85,0.3,1.23,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,047-W2021006-138_R1,W2021006-138,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,412,147,21,3.620689655172414,36,28.97,2.33,8.69,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,048-W2021006-138_R1,W2021006-138,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,328,258,45,7.131537242472266,48,48.02,3.73,13.45,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,049-W2021011-583_R1,W2021011-583,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,463,79,100,15.57632398753894,70,27.88,2.06,5.9,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,050-W2021011-583_R1,W2021011-583,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,189,195,285,42.600896860986545,28,71.75,6.87,19.57,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,051-W2021011-583_R1,W2021011-583,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,108,160,458,63.08539944903582,20,85.12,7.87,23.05,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,052-W2021010-430_R1,W2021010-430,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,124,148,398,59.40298507462687,49,81.49,7.41,20.52,NA
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,053-W2021010-430_R1,W2021010-430,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,218,240,215,31.946508172362552,45,67.61,6.01,18.24,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,054-W2021010-430_R1,W2021010-430,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,145,151,259,46.666666666666664,47,73.87,6.28,17.73,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,055-W2021010-444_R1,W2021010-444,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,541,3,1,0.1834862385321101,11,0.73,0.04,0.25,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,056-W2021010-444_R1,W2021010-444,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,681,2,4,0.5822416302765648,8,0.87,0.09,0.41,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,057-W2021010-444_R1,W2021010-444,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,667,10,2,0.29455081001472755,53,1.77,0.12,0.42,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,058-W2021010-434_R1,W2021010-434,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,298,32,8,2.366863905325444,104,11.83,0.58,2.4,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,059-W2021010-434_R1,W2021010-434,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,688,3,0,0,53,0.43,0.03,0.11,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,060-W2021010-434_R1,W2021010-434,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,614,22,7,1.088646967340591,111,4.51,0.28,1.03,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,061-W2021011-594_R1,W2021011-594,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,103,224,235,41.81494661921708,27,81.67,7.83,22.86,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,062-W2021011-594_R1,W2021011-594,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,398,123,76,12.73031825795645,21,33.33,2.91,9.49,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,063-W2021011-594_R1,W2021011-594,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,249,135,134,25.868725868725868,32,51.93,4.88,14.4,NA
