filename,stem,run_time,model_type,model_timestamp,epoch,rel_th,prob_th,min_area,step,batch_size,leaf_patch_min,pred_white_pixels,leaf_pixels,total_pixels,pct_infected_of_leaf,pct_infected_of_image,mask_path
169-W2021011-477_R1.png,169-W2021011-477_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1427874,35758048,45413508,3.9932,3.1442,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\169-W2021011-477_R1_leaf_pred.png
172-W2021011-557_R2.png,172-W2021011-557_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,708506,38895660,45413508,1.8216,1.5601,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\172-W2021011-557_R2_leaf_pred.png
173-W2021006-127_R2.png,173-W2021006-127_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,553593,36401036,45413508,1.5208,1.219,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\173-W2021006-127_R2_leaf_pred.png
174-W2021009-156_R2.png,174-W2021009-156_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,288334,31705731,45413508,0.9094,0.6349,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\174-W2021009-156_R2_leaf_pred.png
176-W2021009-256_R2.png,176-W2021009-256_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,302825,26036500,45413508,1.1631,0.6668,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\176-W2021009-256_R2_leaf_pred.png
177-W2021009-194_R1.png,177-W2021009-194_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,636635,34549430,45413508,1.8427,1.4019,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\177-W2021009-194_R1_leaf_pred.png
180-W2021009-152_R1.png,180-W2021009-152_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,607048,31834420,45413508,1.9069,1.3367,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\180-W2021009-152_R1_leaf_pred.png
180-W2021011-476_R2.png,180-W2021011-476_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1735802,33383543,45413508,5.1996,3.8222,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\180-W2021011-476_R2_leaf_pred.png
182-W2021009-251_R1.png,182-W2021009-251_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,926940,39814479,45413508,2.3281,2.0411,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\182-W2021009-251_R1_leaf_pred.png
183-W2021009-295_R1.png,183-W2021009-295_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,329000,31419570,45413508,1.0471,0.7245,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\183-W2021009-295_R1_leaf_pred.png
